Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,CumulativeDeaths,Ground,Summary
2/24/1989,2:09,"Honolulu, Hawaii",United Air Lines,811,Los Angeles - Honolulu - Auckland - Sidney,Boeing B-747-122,N4713U,19875/89,356,9,3918,0,"After leaving Honolulu, on a flight from Los Angeles to Sydney, Australia, the loss of an improperly latched foward lower lobe cargo door resulted in explosive decompression and loss of power in the No. 3 and 4 engines. Nine passengers were sucked out of the plane and lost at sea. The plane landed safely. The cargo door opening was attributed to a faulty switch or wiring in the door control system which permitted electrical actuation of the door latches towards the unlatched position after initial door closure and before takeoff."
7/19/1989,16:00,"Sioux City, Iowa",United Air Lines,232,"Denver, CO - Chicago, IL",McDonnell Douglas DC-10-10,N1819U,46618,298,112,4030,0,"Catastrophifailure of the No. 2 (rear) engine while en route from Denver to Chicago, with total loss of all three hydraulics systems due to damage.The aircraft maneuvering with only the thrust of the engines, crashed while attempting to land at Sioux City. Failure to detect a fatigue crack in the No. 2 engine resulting in the disintegration of the fan disk and loss of all three hydraulisystems. Subject of the 1992 TV-movie 'Crash Landing: The Rescue of Flight 232.'"
9/20/1989,23:21,"La Guardia Airport, New York, New York",USAir,5050,"New York City - Charlotte, NC",Boeing B-737-401,N416US,23884/1643,63,2,4032,0,"During an aborted takeoff,  the aircraft overran the runway, hit a wooden approach lighting pier and came to rest partially submerged in shallow water in Bowery Bay. The failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder."
9/26/1989,8:28,"Terrace,  Canada",Skylink Airlines,,,Swearingen SA.227AC Metro III,C-GSLB,AC-481,7,7,4039,0,"The plane struck trees, losing part of a wing after initiating a go-around."
9/27/1989,9:53,"Grand Canyon National Park Airport, Tusayan, Arizona",Grand Canyon Airlines,Canyon 5,Grand Canyon National Park,de Havilland Canada DHC-6 Twin Otter 300,N75GC,439,21,10,4049,0,"The aircraft bounced and came down on its right wing tip while attempting to land. The controls were damaged and after an attempted go-around and reaching a height of 200 ft., the plane rolled to the left and crashed into trees on a hill. Improper pilot techniques and crew coordination during the landing attempt, bounce and attempted go-around."
10/28/1989,18:37,"Halawa Point, Molokai, Hawaii",Aloha Island Air,1712,"Kahului, Maui - Kaunakakai, Molokai",de Havilland DHC-6 Twin Otter 300,N707PV,400,20,20,4069,0,"The aircraft collided with terrain near Halawa Bay, Molokai, Hawaii, while en route on a scheduled passenger flight from the Kahalui Airport, Maui, to Kaunakakai Airport, Molokai. The decision of the captain to continue flight under visual flight rules at night into instrument meteorological conditions, which obscured rising mountainous terrain. The victims included eight members of Molokai High School's volleyball team and staff."
11/28/1989,18:25,"Block Island, Rhode Island",New England Airlines,,"Block Island, RI - Westerly, RI",Britten-Norman BN-2A Islander,N127JL,69,8,8,4077,0,Crashed into the sea 4 miles Northwest of the Island. Unknown cause. There was sever turbulence and windshear in the area.
12/26/1989,22:30,"Pasco, Washington",United Express,2415,Yakima - Pasco,British Aerospace 3101 Jetstream 31,N410UE,776,6,6,4083,0,"The aircraft was observed sinking fast while attempting to land at Pasco. The aircraft suddenly nosed over and crashed short of the runway. The crew's decision to continue an unstabilized instrument landing system approach that led to a stall, most likely of the horizontal stabilizer, and loss of control at low altitude. Contributing to the accident was the air trafficontroller's improper vectors that positioned the aircraft inside the outer marker while it was still well above the glideslope. Contributing to the stall and loss of control was the accumulation of airframe ice that degraded the aerodynamiperformance of the airplane."
4/30/1990,21:35,"Ship Sands Island, ON, Canada",Frontier Air,,"Timmins, Ontario - Ship Sands Island, Ontario",Beechcraft C99,C-FGAW,U197,4,1,4084,0,While on VOR approach the aircraft flew into the ground.
7/12/1990,,"Off Union Island, Grenadines Islands",Eagle Air,,,Britten-Norman BN-2A-8 Islander,J6-SLW,6,2,2,4086,0,
12/3/1990,13:45,"Romulus, Michigan",Northwest Airlines/ Northwest Airlines,299/1482,Detroit - Pittsburg,Boeing B-727-251 / MD Douglas DC-9-14,N278US/N3313L,21157 / 45708/77,198,8,4094,0,Ground collision in dense fog. The 727 was on its takeoff roll when the DC-9 taxied onto the active runway. Improper crew coordination aboard the DC-9.  Failure to stop and alert ATC of positional uncertainty. Eight killed aboard the DC-9. None aboard the B-727.
3/3/1991,9:44,"Near Colorado Springs, Colorado",United Air Lines,585,Denver - Colorado Springs,Boeing B-737-291,N999UA,22742/875,25,25,4119,0,"While on final approach to Colorado Springs, the aircraft suddenly rolled to the right and pitched nose down until it reached an almost vertical attitude before hitting the ground. Uncommanded deflection of the rudder caused by the jamming of the main rudder PUC servo valve. The rudder malfunction forced the rudder to go in the opposite direction the pilots commanded it to go. First female pilot to die on the flight deck of a major U.S. airline."
4/5/1991,14:51,"Brunswick, Georgia",AtlantiSoutheast Airlines,2311,Atlanta - Brunswick,Embraer 120RT- Brasilia,N270AS,120-218,23,23,4142,0,"Just after turning onto final approach, the aircraft suddenly rolled left until the wings were perpendicular to the ground and crashed in a nose down attitude 2 miles short of  the runway. Malfunction of the left engine propeller control unit which allowed the propeller blade angle to go below the flight idle position. Contributing to the accident was the deficient design of the propeller control unit by Hamilton Standard and the approval of the design by the FAA . Texas Senator John Tower, 66, his daughter and astronaut Manley 'Sonny' Carter were among those killed."
5/13/1991,13:19,"Grand Canyon, Airzona",Air Taxi - Air Grand Canyon Inc.,,Local sightseeing,Cessna 207A,N6280H,20700463,7,7,4149,0,"The airplane crashed into a wooded area about 8 minutes after takeoff. Detonation (or pre-ignition) in the number 1 cylinder, which resulted in erosion (burning) of the number 1 piston and subsequent loss of engine power. A factor related to the accident was: the lack of suitable terrain for an emergency landing."
9/11/1991,10:03,"Near Eagle Lake, Texas",Continental Express,2574,Laredo - Houston,Embraer 120RT Brasilia,N33701,120-077,14,14,4163,0,In-flight loss of the left horizontal stabilizer. Forty-seven screw fasteners that would have attached the upper surface of the leading edge assembly for the left side of the horizontal stabilizer were missing. Lack of compliance with FAA approved maintenance procedures.
12/10/1991,16:42,"Near  Las Vegas, Nevada",Las Vegas Airlines,,"Grand Canyon, AZ - Las Vegas, NV",Piper PA-31-350 Navajo,N350MR,31-7652100,5,5,4168,0,The aircraft encountered low ceiling and rain showers and was not certified for IFR flight. Instead of going to a alternate airport the pilot continued VFR flight and impacted the side of a mountain. The pilot-in-command's poor inflight decision by not electing to proceed to an alternate airport and to continue to the flight under visual flight rules into instrument meteorological conditions. The low ceilings and visibilities across the flight route and the mountainous terrain were factors in the accident.
1/13/1992,15:50,"Temple Bar, Arizona",Air Taxi - Air Vegas Inc.,,"Grand Canyon, AZ - Las Vegas, NV",Cessna T210L,N22592,21059763,5,2,4170,0,"The pilot tried to make an emergency landing at a nearby airport after losing engine power but crashed 300 ft. short of the runway. Fatigue failure of the turbocharger's turbine shaft due to inadequate maintenance, and the pilot's improper in-flight planning/decision after experiencing a turbocharger failure."
3/22/1992,21:35,"La Guardia Airport, New York, New York",USAir,405,New York City - Cleveland,Fokker F-28 Fellowship 4000,N485US,11235,51,27,4197,0,"The plane was de-iced two times while at the gate. Thirty-five minutes elapsed between the last de-icing and takeoff during which ice accumulated on the wings. After liftoff, the plane stalled, crashed and came to rest inverted and partially submerged in Flushing Bay. Failure of the airline industry and FAA to provide flight crews with procedures compatible with departure delays in conditions conducive to airframe icing and the decision by the flight crew to take off without positive assurance that the airplane's wings were free of ice accumulation after 35 minutes of exposure to precipitation following de-icing. The ice contamination on the wings resulted in an aerodynamistall and loss of control after liftoff."
6/7/1992,14:34,"Mayaguez, Puerto Rico",American Eagle,,San Juan - Mayaguez,CASA 212 Aviocar 200,N355CA,234,5,5,4202,0,"The aircraft lost control on final approach and crashed in a nose-down into the ground. Failure of the beta blocking device for undetermined reasons. The first officer's inadvertent activation of the power lever aft of the flight idle position and into the beta range, resulting in a loss of airplane control."
7/30/1992,17:41,"JFK Airport, New York, New York",Trans World Airlines,843,New York City - San Francisco,Lockheed L-1011,N11002,1014,292,0,4202,0,"Immediately after liftoff, the stick shaker activated. The takeoff was aborted but the aircraft ran off the runway and caught fire. A defective stall warning system. A design flaw that allowed the defective stall warning system to go undetected. Failure of TWA's maintenance program to correct a repetitive malfunction of the stall warning system, and inadequate crew coordination between the captain and first officer that resulted in their inappropriate response to a false stall warning."
8/25/1992,5:15,"Hot Springs, Arizona",Lone Star Airlines,,Test,Swearingen SA-227AC Metro III,N342AE,AC-545,3,3,4205,0,"The aircraft was on a test flight after replacement of all primary flight control cables. The aircraft took off, rolled to the right and crashed. Inadequate maintenance and inspection by the operator's maintenance personnel, and the failure of the pilot-in-command to assure proper travel direction of the airplane's primary flight controls after being made aware of the nature of the maintenance performed."
9/16/1992,11:00,"Hana, Hawaii",Air Taxi - Hawaii Helicopters Inc.,,Sightseeing,Aerospatiale AS-350B,N350SM,1488,7,7,4212,0,"Struck a mountain. The pilot inadequately evaluating the en route weather conditions, and the pilot making the in-flight decision to continue VFR flight into adverse weather conditions. Factors in this accident were the inability of the pilot to see and avoid the mountainous terrain due to the thunderstorms."
8/18/1993,16:56,"Leeward Point Airfield, Guantanamo Bay, Cuba",American International Airways,808,"Norfolk, VA - Guantanamo, Cuba",McDonnell Douglas DC-8-61,N814CK,46127,3,0,4212,0,"The plane crashed 1/4 of a mile short of the runway, while on approach. Impaired judgment, decision making and flying abilities of the captain and flight crew due to the effects of fatigue."
1/7/1994,23:21,"Columbus, Ohio",AtlantiCoast Airlines (United Express),6291,"Washington D.C. - Columbus, OH",British Aerospace Jetstream 4101,N304UE,41016,8,5,4217,0,The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamistall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrew's inexperience in a  'glass cockpit' automated aircraft.
3/2/1994,17:59,"New York, New York",Continental Airlines,795,New York City - Denver,McDonnell Douglas MD-82,N18835,49439,116,0,4217,0,"The aircraft overran the runway and came to rest at the edge of the east river, after an aborted takeoff. Failure to turn on the pilot/statiheat system resulting in erroneous air speed indication. Though heavily damaged, the plane was repaired and put back into service."
7/2/1994,18:43,"Charlotte, North Carolina",USAir,1016,"Columbia, SC - Charlotte, NC",McDonnell Douglas DC-9-30,N954VJ,47590,57,37,4254,0,The aircraft crashed into trees and a private residence after a  missed approach during adverse weather conditions. Microburst induced windshear. Crew's inability to recognize windshear and microburst conditions.  The flightcrew's decision to continue an approach into severe convective activity that was conducive to a microburst. The flightcrew's failure to recognize a windshear situation in a timely manner. The flightcrew's failure to establish and maintain the proper airplane attitude and thrust setting necessary to escape the windshear. The lack of real-time adverse weather and windshear hazard information dissemination from air trafficontrol.
9/8/1994,19:03,"Near Aliquippa, Pennsylvania",USAir,427,Chicago - Pittsburgh,Boeing B-737-3B7,N513AU,23699/1452,132,132,4386,0,"While on approach, the aircraft went into a sudden nose dive from 6,000 ft. and crashed into a wooded ravine 6 miles northwest of Pittsburgh International Airport. The accident was caused by a loss of control of the aircraft resulting from the movement of the rudder surface to its blowdown limit or an uncommanded rudder reversal. The rudder surface deflected in a direction opposite to that commanded by the pilots as a result of a jam of the main rudder PCU servo valve secondary slide to the servo valve housing offset from its neutral position and overtravel of the  primary slide. The most likely sequence of events that led up to the accident included the jamming of the PCU servo valve, the application of light left rudder followed by hard right rudder which caused the rudder to reverse in the opposite direction the pilot commanded it to go.  The application of hard right rudder was possibly initiated because the plane flew into the wake vortex of a B-727 which rolled the plane to the left.  Rudder hardover is normally corrected with the stick (ailerons) but because the plane was flying at the crossover speed of 190 knots with flaps 1, using the stick would not correct the situation. When the right rudder was applied the rudder went to its fullblown left position causing the plane to roll further left, stall and go into a dive. Some speculate if the pilot-in-command pushed forward on the yoke to gain some speed rather than pull back, the accident possibly could have been avoided. Blame was not placed on the crew because there was no mention of this type of recovery by the manufacturer nor was there any training for such an occurrence."
9/17/1994,11:48,"Fish Egg Inlet, Canada",PacifiCoastal Airlines,,Fish Egg Inlet - Pruth Bay,de Havilland Canada DHC-6 Twin Otter 100,C-FDMR,36,4,3,4389,0,Just as the plane took off there was a pitch-up and stall resulting in the plane crashing into the water. The down elevator control cable failed at station 367 due to corrosion. The failure resulted from salt water induced corrosion. The aircraft had recently undergone a periodiinspection but the damage had apparently not been discovered.
10/31/1994,15:59,"Roselawn, Indiana",American Eagle,4184,Indianapolis - Chicago,ATR-72-212,N401AM,401,68,68,4457,0,"The aircraft was in a holding pattern and was descending to a newly assigned altitude of 8,000 feet when it experienced an uncommanded roll and excursion and crashed during a rapid descent. Icing. The design of the rubber de-icing boot was insufficient to deal with icing on the wings. Sudden and unexpected aileron hinge movement reversal, that occurred after a ridge of ice accreted beyond the deice boots while the airplane was in a holding pattern during which it intermittently encountered supercooled cloud and drizzle/rain drops, the size and water content of which exceeded those described in the icing certificication envelope. The airplane was susceptible to this loss of control and the crew was unable to recover. Contributing factor was the French Directorate General for Civil Aviation's inadequate oversight of the ATR42 and ATR 72, and its failure to take the necessary corrective action to ensure continued airworthiness in icing conditions and failure to provide the FAA with timely airworthiness information developed from previous ATR incidents and accidents in icing conditions."
11/16/1994,2:40,"Avenal, California",Ameriflight,,Burbank - Oakland,Beechcraft C99,N63995,U-178,1,1,4458,0,"While en route, the cargo plane made an uncontrolled descent and crashed. Loss of aircraft control at night by the pilot for unknown reasons."
12/13/1994,18:34,"Morrisville, North Carolina",American Eagle,3379,Greensboro - Raleigh,British Aerospace Jetstream 3201,N918AE,918,20,15,4473,0,"The aircraft crashed 4 miles SW of runway 5L while on an ILS approach. The captain associated the illumination of the left engine ignition light with an engine failure, suspected an engine flame out and decided to execute a missed approach. This eventually led to a stall and the plane crashed 4 miles SW of the runway threshold. The captain's improper assumption that an engine had failed. The captain's subsequent failure to follow approved procedures for engine failure, single-engine approach, go-around, and stall recovery. Contributing to the cause of the accident was the failure of American Eagle management to identify, document, monitor and remedy deficiencies in pilot performance and training."
2/13/1995,15:36,"Near Tusayan, Arizona",Las Vegas Airlines,45,"AZ - Las Vegas, NV",Piper PA-31-350 Navajo,N27245,31-77552121,10,8,4481,0,"Crashed after taking off and the pilot declaring an emergency. A loss of power on one engine for  undetermined reasons, and the pilot's improper decision to return to the departure airport for landing which neccessitated maneuvering over increasingly higher terrain. Factors in the accident were: the high gusting wind, the high density altitude, the rising terrain, and the reduced single-engine performance capability of the airplane under these conditions."
5/3/1995,0:45,"Quito, Ecuador",American Jet,,Buenos Aires - La Paz - Quito,Grumman Gulfstream II,N409MA,83,7,7,4488,0,"Crashed into Cerro Sincholagua mountain at 16,000 ft.  during an approach to Quito. Pilot fatigue may have been a factor."
8/21/1995,12:53,"Near Carrollton, GA",AtlantiSoutheast Airlines,529,Atlanta - Gulfport,Embraer 120-RT Brasilia,N256AS,120-122,29,10,4498,0,"Shortly after taking off from Atlanta on a flight to Gulfport, the aircraft experienced propeller separation in the left engine while climbing through FL 180. The aircraft hit trees, crashed into a field and burned while trying to make an emergency landing at West Georgia Regional Airport. The in-flight fatigue fracture and separation of a propeller blade resulting in distortion of the left engine nacelle, causing excessive drag, loss of wing lift, and reduced directional control of the airplane. The fracture was caused by a fatigue crack from multiple corrosion pits that were not discovered by Hamilton Standard because of inadequate and ineffective corporate inspection and repair techniques, training, documentation and communication. Two died of their injuries after the accident."
12/20/1995,21:38,"Near Buga, Valle del Cauca, Colombia",American Airlines,965,Miami - Cali,Boeing B-757-223,N651A,24609,164,160,4658,0,"While on a flight from Miami, FL to Cali, Columbia the aircraft crashed into Mt. El Deluvio 38 miles north of Cali while attempting to land. On approach, the crew was requested to report over Tulua VOR which they already passed. This confused them and they decided to go direct to Rozo beacon. Entering the abbreviation 'R', incorrectly steered the plane towards Bogota. More than a minute into the  turn the crew steered manually toward Cali, but this now took them into the path of a mountain. Crew error. Lack of situational awareness, failure to adequately plan and execute the approach, failure to realize that the FMS had turned the aircraft toward mountains. Crew also neglected to retract the speed brakes after the Ground Proximity Warning System alert.  Lack of adequate radar. Different  Flight Management System naming convention from that published in navigational charts."
3/17/1996,12:37,"Key West, Florida",Key West Sea Plane Service - Air Taxi,,,Cessna U206G,N9983Z,U20606794,5,5,4663,0,"The pilot's improper decision to continue the flight rather than making an immediate water landing due to the low altitude of the airplane and obstructions ahead, which led to his intentional maneuver to avoid the obstructions and subsequent inadvertent stall and loss of control."
7/6/1996,15:42,"Pensacola, Florida",Delta Air Lines,1288,Pensacola - Atlanta,McDonnell Douglas MD-88,N927DA,49714/1524,142,2,4665,0,Fan disk separation in the left engine. Pieces of the engine penetrated the passenger cabin killing two passengers. The fan hub for the left engine was found to be fractured and went undetected at time of manufacture. The crack should have been detectable during inspection but was missed.
7/17/1996,20:31,"Off East Moriches, New York",Trans World Airlines,800,New York City - Paris,Boeing B-747-131,N93119,20083/153,230,230,4895,0,"While on a flight from New York to Paris, France, the aircraft exploded at  FL 130, broke up and crashed into the AtlantiOcean off Long Island, N.Y. The NTSB determined that the probable cause of the accident was an explosion of the center wing fuel tank resulting from ignition of the flammable fuel/air mixture in the tank. The source of ignition energy for the explosion could not be determined with certainty but, of the sources evaluated by the investigation, the most likely was a short circuit outside of the center wing tank that allowed excessive voltage to enter it through electrical wiring associated with the fuel quantity indication system.  To say that numerous government agencies acted strangely and suspiciously would be an understatement.  A great deal of evidence was either suppressed or ignored. Rumors persist that the plane was brought down by a missile, either by the Navy conducting exercises in the area or by terrorists."
9/23/1996,17:00,"Anchorage, Alaska",Air Taxi - Stearns Air Alaska,,,Cessna 206G,N7312C,U20603872,5,3,4898,0,"After taking off, the aircraft stopped climbing, struck a pole and crashed and burn. Improper installation of a connecting bolt in the throttle linkage, which resulted in a worn/disconnected throttle arm, partial loss of engine power, and a forced landing after takeoff."
12/28/1997,23:10,Over the PacifiOcean,United Air Lines,826,Tokyo - Honolulu,Boeing B-747-122,N4723U,19882/175,393,1,4899,0,"Two hours into the flight, at FL 310, the plane received reports of severe clear air turbulence in the area and the seat belt sign was turned on. Moments later, the aircraft suddenly dropped around one hundred feet seriously injuring many passengers and causing damage to the aircraft. The plane landed safely back at Tokyo, but  one passenger died of her injuries."
2/12/1999,10:30,"Near Bishop, California",Ameriflight,,Tonopath - Bishop,Beechcraft C99,N205RA,U-205,1,1,4900,0,The cargo plane crashed into a mountain en route. The pilot's failure to follow procedures and directives and his failure to maintain clearance from mountainous terrain.
6/1/1999,23:50,"Little Rock, Arkansas",American Airlines,1420,Dallas-Fort Worth - Little Rock,McDonnell Douglas MD-82,N215AA,49163/1111,145,11,4911,0,"The plane was on a flight from Dallas/Fort Worth, Texas to Little Rock, Arkansas. While attempting to land at Little Rock Airport, the flight encountered heavy thunderstorms, rain and strong winds. The aircraft landed fast and hard, skidded off the end of the runway and struck a landing light tower, breaking into three parts and bursting into flames. Crew's decision to continue the approach despite severe thunderstorms in the area and crosswinds that  exceeded American Airlines' guidelines. The crew did not arm the automatispoiler system before landing or manually deploy the spoilers after touchdown. Fatigue, the crew had been awake for nearly 16 hours."
9/5/1999,11:53,"Westerly, Rhode Island",Air Taxi - New England Airlines,,"Westerly, RI - Block Island, RI",Piper PA-32-260,N4830S,32-1261,5,3,4914,0,"After taking off, the airplane banked to the left, descended, and impacted terrain in an open field about 200 ft. beyond the departure end of the runway. The pilot's loss of control of the airplane during a turn."
1/31/2000,16:21,"Off Point Mugu, California",Alaska Airlines,261,Puerto Vallarta - San Francisco,McDonnell Douglas MD-83,N963AS,53077/1995,88,88,5002,0,"The aircraft crashed into the PacifiOcean south of Point Mugu in 650 ft. feet of water while en route from Puerto Vallarta to San Francisco. Radio transmissions from the plane indicated the pilots were struggling with a jammed stabilizer for the last 11 minutes of the flight before nose-diving into the sea. While preparing to make an emergency landing at Los Angeles International Airport control was lost and the MD-83 was seen in a nose-down attitude, spinning and tumbling in a continuous roll, inverted, before it impacted the sea.  Loss of airplane pitch control resulting from in-flight failure of the horizontal stabilizer trim system jackscrew assembly's acme nut thread. The component failed because of excessive wear resulting from Alaska Airlines' insufficient lubrication of the jackscrew assembly. Contributing to the accident were Alaska Airlines' extended lubrication interval and the Federal Aviation Administration's approval of that extension, which increased the likelihood that a missed or inadequate lubrication would result in excessive wear of the acme nut threads and Alaska Airlines' extended end play check interval and the FAA's approval of that extension, which allowed the excessive wear of the acme nut threads to progress to failure without the opportunity for detection. Also contributing to the accident was the absence on the McDonnell Douglas MD-80 of a fail-safe mechanism to prevent the catastrophieffects of total acme nut thread loss. Cynthia Oti, radio financial talk show host, Dean Forshee, guitarist, Jean Gandesberry, columnist, Tom Stockley, columnist were among those killed."
3/5/2000,18:11,"Burbank, Calilfornia",Southwest Airlines,1455,Las Vegas - Burbank,Boeing B-737-3T5,N668SW,23060/1069,142,0,5002,0,"While attempting to land at Burbank Airport, the plane overran the runway, collided with a metal blast fence and an airport perimeter wall and came to rest on a city street near a gas station. The plane touched down at 182 knots, 2,150 feet past the runway threshold, too fast and too far down the runway for the plane to stop in time.  In the accident sequence,  the nose gear collapsed, the forward service door (1R) escape slide inflated inside the airplane and  the forward dual flight attendant jumpseat, which was occupied by two flight attendants, partially collapsed. Two passengers sustained serious injuries and 41 passengers and the captain sustained minor injuries. The flightcrew's excessive airspeed and flight path angle during the approach and landing and its failure to abort the approach when stabilized approach criteria were not met. Contributing to the accident was the controller's positioning of the airplane in such a manner as to leave no safe options for the flightcrew other than a go-around maneuver."
11/20/2000,12:22,"Miami, Florida",American Airlines,,"Miami, FL - Port au Prince",Airbus A300-600R,N14056,463,114,1,5003,0,"After climbing through 16,000 ft. the crew descovered cabin pressure could not be maintained and returned to the airport.  After landing the ram air switch failed to depressurize the aircraft. Moments later the left foreward door exploded open ejecting a flight attendant onto the tarmac."
8/24/2001,5:42,"Ithaca, New York",Ameristar Jet Charter,,"Ithaca, NY - Jackson, MI",Learjet 25,N153TW,25-053,2,2,5005,0,"Shortly after taking off the cargo plane crashed into a wooded area about one-half mile from the runway. The pilot's failure to maintain a proper climb rate while taking off at night, which was a result of spatial disorientation. Factors in the accident were the low visibility and cloud conditions, and the dark night."
9/11/2001,10:03,"Shanksville, Pennsylvania",United Air Lines,93,Newark - San Francisco,Boeing B-757-222,N591UA,28142/718,44,44,5049,0,The aircraft was hijacked after taking off from Newark International Airport. The hijackers took control of the aircraft and turned the plane towards Washington D.C.  A struggle ensued between the passengers and hijackers after which the plane crashed at a high rate of speed into a field in the Pennsylvania countryside. It was one of four planes that were hijacked the same day.
9/11/2001,9:45,"Arlington, Virginia.",American Airlines,77,Washington D.C. - Los Angeles,Boeing B-757-223,N644AA,24602/365,64,64,5113,125,The aircraft was hijacked after taking off from Dulles International Airport. The hijackers took control of the aircraft and deliberately crashed it into the Pentagon. It was one of four planes that were hijacked the same day.
9/11/2001,8:47,"New York City, New York",American Airlines,11,Boston - Los Angeles,Boeing 767-223ER,N334AA,22332/169,92,92,5205,0,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the north tower of the World Trade Center between the 94th and 99th floors at approximately 450 mph.  After 102 minutes, the building collapsed. It was one of four planes that were hijacked the same day."
9/11/2001,9:03,"New York City, New York",United Air Lines,175,Boston - Los Angeles,Boeing B-767-222,N612UA,21873/41,65,65,5270,2750,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the south tower of the World Trade Center between the 78th and 84th floors at approximately 550 mph. After 56 minutes, the building collapsed. It was one of four planes that were hijacked the same day."
11/12/2001,9:16,"Belle Harbor, Queens, New York",American Airlines,587,"New York City - Santo Domingo, Dominican Rep.",Airbus A-300-605R,N14053,420,260,260,5530,5,"Three minutes after taking off and while in a climbing left turn, at 2,800 ft., parts of the plane, including the vertical stabilizer and rudder, fell from the aircraft. The crew soon lost control of the plane which nose dived and crashed into a residential neighborhood. After flying into the wake turbulence of two aircraft about two minutes into the flight, investigators believe a series of quick rudder swings by the copilot whipped the tail so severely that the fin broke off. The National Transportation Safety Board has found that pilot error was the probable cause. Sharply criticizing American Airlines Advanced Aircraft Maneuvering Program, the Board said that American Airlines' pilot training included a simulator exercise which could have caused the first officer to have an unrealistiand exaggerated view of the effects of wake turbulence, erroneously associate wake turbulence encounters with the need for aggressive roll upset recovery techniques and develop control strategies that would produce a much different -- and potentially surprising and confusing -- response if performed during flight. In addition, because of its high sensitivity, the Airbus A-300-600 rudder control system is susceptible to potentially hazardous rudder pedal inputs at higher airspeed."
7/12/2002,11:45,"Port Alsworth, Alaska","Air Taxi - Bigfoot Air of Alaska, LLC",,"Lake Hood, AK - Iliamna, AK",de Havilland DHC-2,N3129F,903,4,4,5534,0,"The commercial pilot of the float-equipped airplane was transporting passengers to a lodge at a remote lake. When the airplane did not arrive at the lake, a search was initiated, and two days later the wreckage of the airplane was located on the side of a box canyon about the 2,400 foot elevation level. The pilot's failure to maintain clearance from terrain while maneuvering inside a box/blind canyon, resulting in an in-flight collision with terrain. A factor contributing to the accident was the box/blind canyon."
9/19/2003,17:10,"Del Rio, Texas",Ameristar Jet Charter,982,El Paso - Del Rio,Learjet 25B,N666TW,25-116,2,1,5535,0,"After touching down the aircraft did not brake correctly and overran the runway, crashed into a cemetery and burst into flames. The pilot's misjudged distance and speed during the approach to landing, and his failure to obtain the proper touchdown point resulting in an overrun. A contributing factor was the pilot's failure to abort the landing."
11/29/2003,8:01,"Spokane, Washington",Ameriflight,1996,Seattle - Spokane,Swearingen SA227AT Merlin IVC,N439AF,AT-439B,1,1,5536,0,"The cargo plane struck trees one mile short of the runway. The pilot-in-command's failure to maintain proper glidepath alignment during an ILS approach in poor weather resulting in collision with trees and terrain. Contributing factors were the unreliable status of the primary (NAV 1) ILS receiver (leaving the pilot with only the secondary (NAV 2) ILS receiver), the low ceilings and trees."
12/8/2005,19:15,"Chicago, Illinois",Southwest Airlines,1248,"Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada",Boeing B-737-7H4,N471WN,32471/1535,103,0,5536,1,"The jetliner slid off Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C."
3/18/2006,14:48,"Butte, Montana",Ameriflight,,Helena - Butte,Beechcraft C99,N54RP,U-218,2,2,5538,0,The cargo flight crashed into trees 7 nm from the airport  while attempting to land at Bert Mooney Airport. Wreckage was found 2 days later. The second pilot's failure to follow the published instrument approach procedure and the captain's inadequate supervision. Snow and mountain obscuration were factors.
1/10/2007,23:15,"Zapotlanejo, Mexico",Ameristar Jet Charter,,"Laredo, TX - Guadalajara, Mexico",Learjet 24F,N444TW,348,2,2,5540,0,"The cargo plane crashed and burst into flames in a rural hilly area about 15 miles from Miguel Hidalgo Airport, Guadalajara, Mexico."
